OM_ssb0,OM_ssb_R1_1959,OM_ssb_R1_1960,OM_ssb_R1_1961,OM_ssb_R1_1962,OM_ssb_R1_1963,OM_ssb_R1_1964,OM_ssb_R1_1965,OM_ssb_R1_1966,OM_ssb_R1_1967,OM_ssb_R1_1968,OM_ssb_R1_1969,OM_ssb_R1_1970,OM_ssb_R1_1971,OM_ssb_R1_1972,OM_ssb_R1_1973,OM_ssb_R1_1974,OM_ssb_R1_1975,OM_ssb_R1_1976,OM_ssb_R1_1977,OM_ssb_R1_1978,OM_ssb_R1_1979,OM_ssb_R1_1980,OM_ssb_R1_1981,OM_ssb_R1_1982,OM_ssb_R1_1983,OM_ssb_R1_1984,OM_ssb_R1_1985,OM_ssb_R1_1986,OM_ssb_R1_1987,OM_ssb_R1_1988,OM_ssb_R1_1989,OM_ssb_R1_1990,OM_ssb_R1_1991,OM_ssb_R1_1992,OM_ssb_R1_1993,OM_ssb_R1_1994,OM_ssb_R1_1995,OM_ssb_R1_1996,OM_ssb_R1_1997,OM_ssb_R1_1998,OM_ssb_R1_1999,OM_ssb_R1_2000,OM_ssb_R1_2001,OM_ssb_R1_2002,OM_ssb_R1_2003,OM_ssb_R1_2004,OM_ssb_R1_2005,OM_ssb_R1_2006,OM_ssb_R1_2007,OM_ssb_R1_2008,OM_ssb_R1_2009,OM_ssb_R1_2010,OM_ssb_R1_2011,OM_ssb_R1_2012,OM_ssb_R1_2013,OM_ssb_R1_2014,OM_ssb_R1_2015,OM_ssb_R1_2016,OM_ssb_R1_2017,OM_ssb_R1_2018,AM_ssb0_,AM_ssb_1998,AM_ssb_1999,AM_ssb_2000,AM_ssb_2001,AM_ssb_2002,AM_ssb_2003,AM_ssb_2004,AM_ssb_2005,AM_ssb_2006,AM_ssb_2007,AM_ssb_2008,AM_ssb_2009,AM_ssb_2010,AM_ssb_2011,AM_ssb_2012,AM_ssb_2013,AM_ssb_2014,AM_ssb_2015,AM_ssb_2016,AM_ssb_2017,AM_ssb_2018
57480.1052408897,60190.2328030095,60562.7701203379,60693.7880613611,60644.0429272436,60504.5495839857,60372.7797785847,60329.6317563785,60420.6842114272,60644.6400935897,60951.8709862843,61262.5696399198,61493.3097946478,61584.0338493029,61506.398184945,61260.0628094138,60864.8990993687,60350.9032517677,59752.3978574756,59109.3148662865,58470.4965311286,57885.6360101882,57400.4712324474,57040.3219833177,56801.4055720132,56649.1447449243,56530.2419301261,56387.8857466207,56176.2383214507,55876.5170194091,55500.1745843989,55084.8407155556,54684.0053169613,54345.4091406715,54091.8878425837,53916.3817395681,53790.0666857185,53676.0840126997,53544.2811052707,53377.8863405322,53172.8445294152,52558.5855493867,51912.6933298357,51267.4896338857,50657.1867749334,50100.9558994462,49596.8703562074,49123.8432702766,48660.1712044366,48197.0145759245,47742.1169036176,47313.8407268432,46942.924381186,46673.47332371,46545.0561654305,46572.4105392093,46742.8668821688,47027.8324727886,47394.9343302717,47814.3119848252,48259.8012954333,56769,56769,56372.4,55944.3,55489.5,55014.7,54527.9,54038,53554.6,53086.1,52640,52221.5,51833.6,51477.5,51152.8,50857.9,50587.5,50341.7,50118.1,49914.4,49728.5,49561.6
57480.1052408897,57200.8069482932,56563.1058889889,55936.069423614,55401.2449935186,55026.9546113851,54852.0979899107,54870.9050334874,55041.6633388242,55303.3864358042,55600.9269401487,55900.0366681842,56190.2688981126,56478.9486314875,56774.3801679287,57065.6011752353,57317.3515495906,57485.9117792833,57545.2551572638,57505.1685218485,57409.0737977202,57311.1595671361,57246.8958042098,57216.4420058105,57187.8470254149,57112.8714951349,56950.4691651741,56686.2501299482,56333.9563724868,55923.6972336328,55490.5104206908,55077.8510460662,54739.6640662645,54535.6882599368,54511.3607769053,54674.6012345059,54982.3831309719,55347.2318941558,55659.764404284,55824.5076448019,55792.6624814232,55178.7157761631,54430.4104402741,53639.6211506044,52891.8185905654,52243.5501295181,51721.8361508224,51323.8242135105,51017.7886546178,50743.0268052099,50429.292367823,50019.5073832298,49484.8140657521,48820.7944277036,48037.2378939154,47158.0718042123,46228.5627185859,45317.5936233318,44506.8659866941,43874.0369983746,43467.4709199925,47298,47298,46901.4,46473.3,46018.6,45544,45057.7,44568.8,44086.4,43619.2,43174.5,42757.2,42370.3,42015.1,41690.9,41396.3,41125.6,40879.6,40655.7,40451.5,40265,40097.4
57480.1052408897,53078.2086698042,53172.0389870753,53332.6177411733,53581.5032326712,53922.0448282616,54341.9007614672,54819.050472084,55329.932723397,55850.7977721713,56354.4681477102,56811.7759976759,57196.2461194096,57484.6042132486,57656.0177501196,57692.372422959,57583.2770102001,57331.2323895857,56951.4928526075,56479.4516212796,55964.3241065679,55468.1348833487,55060.3293104137,54810.8608302453,54771.6251713731,54955.8322857003,55323.753057855,55788.7814189204,56246.1763739008,56600.2321809907,56782.7103523569,56763.4680905542,56554.6979422662,56201.0933826336,55766.5411184339,55316.4914767532,54919.6835829391,54640.0638912932,54533.3931394141,54624.3822460456,54892.8559166941,54889.3053695473,54849.6467911936,54693.6085481143,54390.2922153795,53966.5043835448,53491.2979842903,53046.2892383795,52699.7264169245,52495.2872280642,52439.4205328985,52514.7603029207,52687.3921314563,52914.2479928988,53139.1372658823,53294.5120052106,53318.192665608,53173.8354713204,52865.4926867956,52446.9358341705,52001.7556985972,56456.5,56456.5,56059.9,55631.8,55177,54702.2,54215.4,53725.5,53242.1,52773.7,52327.6,51909.1,51521.3,51165.2,50840.5,50545.6,50274.9,50028.9,49805.2,49601.4,49415.5,49248.7
57480.1052408897,57060.5633951054,57305.7940739041,57586.5124003058,57839.7114808658,58026.6825783043,58139.8575848746,58193.4269237959,58210.6020696991,58215.6294350544,58233.3907379921,58294.8794808678,58432.1375731385,58668.1142522251,59010.3513289146,59441.7680860019,59916.8147156255,60360.6548737403,60681.4230325536,60792.0432647128,60638.9659259416,60221.900401442,59595.6593030704,58851.9262318343,58089.0042646275,57387.1482127387,56794.4851046276,56319.3942820027,55936.9822581758,55608.0163430834,55302.2210614321,55011.2332959223,54752.4903673125,54561.5865283469,54487.1806698926,54576.550455753,54858.9674966321,55319.3964511604,55890.8094817755,56467.5151585256,56940.1699305673,56849.1713661028,56541.7744021578,56051.9474921139,55436.7729203098,54750.8077386061,54034.2153563536,53312.7673794552,52614.7540385081,51979.0958093953,51452.7036851884,51086.4423609492,50923.9350209285,50978.258535395,51217.0657499073,51564.4265010264,51918.9300008139,52182.7209546969,52294.7891122252,52242.8705121071,52053.4614041313,57957.8,57957.8,57561.2,57133.1,56678.4,56203.5,55716.6,55226.7,54743.1,54274.6,53828.3,53409.7,53021.7,52665.5,52340.7,52045.8,51775.1,51529.2,51305.6,51101.8,50915.8,50749
57480.1052408897,55441.1547125057,54863.4405324518,54102.7202123696,53241.1535644913,52390.7755595671,51663.2461712198,51134.4645502956,50830.8122568643,50729.9798046852,50783.4648124133,50935.450564756,51147.3743784732,51410.5077058185,51729.9245426725,52093.7570737709,52454.7007559151,52738.3691061588,52874.3051402321,52825.1563353376,52592.0613575377,52213.1054781978,51748.6259909115,51265.4523293191,50827.2745493869,50482.7008671692,50266.5374813489,50203.7122324056,50309.3865060053,50581.6180317502,50998.6539647066,51525.4428748671,52127.6413824429,52787.1012610283,53499.338063373,54262.2559471537,55069.0287601046,55900.7887115567,56725.2032845776,57497.0622099123,58167.1165416067,58285.8698839321,58166.7996338719,57786.2592225038,57146.4228681114,56289.4080791498,55290.7528370206,54236.4433530232,53203.6720684216,52254.7186993729,51442.9835378,50804.6186019719,50355.1671144521,50100.842880044,50042.1383415358,50165.5568732442,50436.0639895128,50802.757878501,51203.7229454078,51581.7459987713,51899.8387978003,54313.7,54313.7,53917.1,53489,53034.3,52559.5,52072.8,51583.1,51099.9,50631.8,50186,49767.7,49380.1,49024.2,48699.5,48404.7,48134.1,47888.2,47664.5,47460.7,47274.6,47107.6
57480.1052408897,50404.9540174696,50828.2419362606,51349.2579022268,51960.8633830732,52651.673441286,53418.001589104,54266.6035110255,55200.606219951,56204.1731731983,57240.4721423141,58261.6914096179,59217.4080133552,60062.4866159705,60755.6410184672,61260.6129089667,61548.7967725906,61606.1362420864,61438.4532401543,61075.0522032248,60564.4513677679,59969.9693075559,59355.3199000502,58772.744543056,58260.4388743842,57843.8743042429,57543.126286246,57365.5068397988,57301.1742271578,57316.3557399326,57351.0034284714,57339.3420838334,57226.7626304276,56996.696656113,56674.3548605034,56310.5279251667,55961.1832049172,55666.3027730069,55434.8570789484,55247.2979864635,55077.2157823376,54524.0039804133,53954.6452393798,53400.0008239308,52900.7083527784,52493.2095411497,52201.9002718263,52037.8313906128,51993.6744400079,52037.6859814187,52122.6784133703,52206.7709824831,52269.8383853778,52313.751049237,52350.4683210134,52395.2118515101,52457.1976057876,52534.0874826369,52616.8487391643,52685.5777437604,52719.5776667122,65489.4,65489.4,65092.8,64664.7,64209.9,63734.9,63247.7,62757.3,62273.1,61803.9,61356.9,60937.6,60549,60192.4,59867.3,59572.2,59301.7,59056,58832.7,58629.3,58443.7,58277.4
57480.1052408897,56563.9427078887,56206.6532590388,55979.3866784491,55905.5704619526,55975.9811485449,56160.6942334778,56419.2272004419,56706.0563881699,56979.9672782147,57206.3435172178,57365.9207898359,57454.7974138848,57477.2352591799,57434.3162558004,57312.4626646393,57089.2327013533,56749.063315263,56299.7668573074,55782.41814593,55261.6393435625,54807.7578368875,54474.5909163778,54287.140732059,54234.9995452129,54276.575478046,54354.4387576856,54421.4928788228,54450.3653030793,54436.8512257902,54387.9063418211,54308.9743614724,54208.7264475696,54104.250903095,54028.6605376864,54027.3888322641,54139.3699418714,54372.4766594184,54694.0658077333,55048.0369385271,55376.3573402573,55249.8388048091,55006.6480286096,54660.0459970838,54241.4317437821,53791.4686030219,53352.2273739583,52964.9019858748,52649.8048018871,52396.0561831955,52159.7485790698,51876.2365021486,51488.6695905684,50976.9696871613,50364.6485839517,49712.1937539318,49091.730712978,48562.3141068818,48161.8142005006,47901.2402879326,47757.8363401753,50584.2,50584.2,50187.6,49759.5,49304.8,48830.1,48343.6,47854.3,47371.5,46903.8,46458.5,46040.7,45653.5,45297.9,44973.5,44678.8,44408.3,44162.3,43938.5,43734.5,43548,43380.7
57480.1052408897,55043.4258390212,55200.6453504886,55198.2179977269,55033.7469876438,54702.1224332625,54209.75048921,53594.8551418649,52930.343430967,52310.4903426812,51830.2188377077,51562.793157048,51547.3468930925,51783.7778850145,52238.164321749,52852.5745024446,53555.3672941821,54270.4300579801,54918.7008757084,55423.362855022,55729.8931660517,55821.4535267033,55728.6903135017,55509.8617884791,55226.358934187,54924.0796184885,54630.2635269123,54356.0527534205,54102.822279816,53861.8430279291,53624.6498105291,53394.3786096687,53188.4172685648,53030.6153376694,52940.6995998784,52926.2535014608,52982.5181928231,53099.8449388395,53273.5726078159,53503.5220681644,53794.0081673809,53771.6715434003,53757.549458985,53727.1731971103,53664.0566467949,53576.1801382641,53499.1358116871,53477.7721656638,53534.9839653346,53669.7490917499,53869.3114122704,54114.7510991834,54375.0086629895,54608.5934655537,54778.0109753491,54868.2845829294,54898.6949165489,54907.3657192528,54922.9146338508,54957.2038809542,55012.2985743275,62618.9,62618.9,62222.3,61794.2,61339.4,60864.5,60377.4,59887.2,59403.2,58934.2,58487.4,58068.3,57680,57323.5,56998.5,56703.5,56432.9,56187.1,55963.6,55760.2,55574.6,55408.1
57480.1052408897,57734.334195443,57697.7060202067,57601.9329332631,57472.7563758783,57338.6042028858,57216.4987167328,57109.7496641497,57011.8125141126,56916.9932132495,56825.9467932209,56754.9014840711,56737.9818385164,56819.610677805,57044.2925816802,57429.2359572318,57951.7995212313,58551.5312355169,59140.5892243199,59627.2871640966,59935.2834720771,60024.355871452,59900.9346147925,59608.2687706274,59206.2261034474,58738.5723983465,58222.2412566624,57648.9168933848,57004.9183868212,56288.9129753506,55527.1577168088,54771.4205169786,54090.7979800688,53553.4400550944,53207.4781159578,53069.7227111194,53125.5776672154,53332.4240739335,53632.8879160229,53960.1517543057,54252.1913196421,54070.6579384473,53753.6783208262,53330.0453511954,52854.0784037028,52384.971580822,51972.8284248213,51647.0572469956,51412.6644156644,51255.3141719331,51139.8792442264,51018.8731628744,50845.6757057303,50588.2082239898,50250.4351642066,49872.3573885077,49508.0494739665,49203.042493848,48978.7866614321,48837.1827912375,48762.6555182976,58939.8,58939.8,58543.2,58115.1,57660.3,57185.5,56698.5,56208.5,55724.8,55256.2,54809.8,54391.1,54003,53646.8,53321.9,53027,52756.5,52510.7,52287.1,52083.5,51897.6,51730.9
57480.1052408897,59112.0592556539,59433.0132234582,59757.556897272,59993.7254445193,60054.9925412835,59888.3370138044,59494.898266556,58926.5642261115,58258.5168109688,57563.0964282699,56896.3500294256,56301.2887995438,55815.4230940167,55468.5508761762,55279.2298052422,55245.0453762825,55341.6900034577,55530.6613148577,55775.9608332096,56057.0310246479,56377.2168174584,56762.1851618746,57241.6089895606,57819.1784300052,58461.4675533895,59112.3511276259,59709.9624246585,60197.5533830038,60526.1171411336,60665.3893621112,60610.1449391032,60384.2453758169,60033.0915170595,59608.8895887206,59155.1489829563,58699.4678097075,58247.2208750501,57790.7271162649,57322.5878508149,56844.4436510912,55978.7054767236,55101.9094904038,54241.6571978801,53430.6547142445,52705.4416305697,52105.4854307048,51681.1467988202,51487.6678132553,51563.2177493038,51910.072835157,52486.6844695264,53205.4613061412,53952.8672694716,54621.1492810907,55131.4865810347,55441.0965430669,55532.6158054385,55400.8780264106,55056.5657387942,54532.5636723944,59193.3,59193.3,58796.7,58368.6,57913.8,57438.9,56952,56462,55978.2,55509.6,55063.2,54644.4,54256.3,53900.1,53575.2,53280.3,53009.6,52763.6,52539.9,52336,52149.9,51983.3
57480.1052408897,51208.1603990147,51198.583746408,51230.4235012272,51359.7132574763,51630.5292848816,52066.8875258912,52669.1859445495,53412.6658186113,54251.323163679,55124.2009424408,55963.9367291991,56707.223508074,57314.8535856683,57784.0202786083,58148.3638550845,58463.727435049,58778.2671207287,59108.7873488756,59434.6857102844,59719.9632905486,59938.8957566035,60095.368645211,60222.542309887,60363.6637027255,60552.0104317666,60795.9299050618,61074.4666828137,61345.9698405098,61564.3947230359,61692.6288536414,61700.6623009503,61565.9817358,61271.4360312687,60812.5356843188,60201.0956827797,59461.2816859944,58618.732202629,57694.9270170623,56711.3889993544,55695.5090971088,54276.1709147556,52858.7508591889,51465.9651735738,50108.814133457,48794.7393435588,47537.9801699865,46362.7541320275,45301.3822638549,44393.4257022293,43675.4451908896,43167.8140231092,42872.0005319636,42769.4945284646,42830.422827127,43009.98997128,43244.7798296471,43458.8990501819,43584.289556841,43591.6522935505,43499.0162274891,49218.2,49218.2,48821.6,48393.4,47938.7,47464.1,46977.7,46488.5,46005.9,45538.4,45093.3,44675.8,44288.7,43933.2,43608.9,43314.2,43043.6,42797.5,42573.4,42369.1,42182.6,42015.2
57480.1052408897,53985.3237595564,53963.3919104526,54023.2325113604,54200.2723133273,54508.4707303489,54933.8005032749,55422.8997954547,55886.8518300309,56225.6536615982,56371.3336837952,56313.8071081175,56099.633365519,55805.6011213105,55508.6467127916,55264.0834482212,55095.0843003252,54987.8107085069,54901.9990588422,54794.0169764132,54637.9309530538,54436.0003703099,54211.5531389328,53998.8766146617,53829.295142808,53719.4286115645,53663.2097913561,53637.0347904872,53614.0824218134,53584.5602341802,53565.2775968763,53584.6361382933,53669.0425735104,53834.5937912076,54097.0060609457,54486.0330303878,55047.2411130817,55825.7820150724,56850.4414085742,58121.001226712,59606.3060457791,60901.8465453597,62206.273481939,63412.0490610112,64406.2068249376,65091.3491369715,65403.3808999294,65333.9531641186,64924.8458103354,64234.7214731261,63318.0508280246,62217.5788030836,60975.0730628762,59636.485610949,58250.572634039,56855.6429576859,55480.5126027414,54154.759670249,52906.3887356668,51766.4367879136,50763.724807839,56748.3,56748.3,56351.7,55923.6,55468.8,54994,54507.1,54017.3,53533.8,53065.4,52619.3,52200.8,51812.9,51456.8,51132.1,50837.2,50566.5,50320.6,50097,49893.2,49707.2,49540.5
57480.1052408897,59280.2973076594,59217.6485181632,59138.7465915258,59096.2671367301,59111.1952203807,59168.7938655003,59235.820250045,59282.7263267842,59296.6518628454,59273.6354184083,59209.56062203,59097.7774497472,58929.881921038,58697.0363418642,58392.8234536406,58016.972861763,57585.011893048,57133.0052483898,56712.387495238,56379.7138369435,56186.2890637135,56162.2816114532,56302.4362768498,56557.6426571401,56842.0942727288,57054.1041045626,57100.028078659,56917.1756910691,56484.7060152823,55829.5260488335,55025.0039790358,54174.3455269899,53388.044295223,52762.3919168077,52364.9514432433,52223.7632394257,52324.3047251879,52611.8948539024,53007.7073108557,53433.5873799737,53463.4638887064,53418.11799643,53315.2444940765,53202.2109003007,53128.3241274864,53121.2277273578,53176.1902612907,53262.645393649,53343.1799116793,53375.8514921314,53316.3844695216,53125.0767394742,52787.6207662754,52326.3951686859,51783.7076305332,51199.2382025218,50600.2755700904,49993.3324869637,49369.0328077072,48707.3901747912,51130.2,51130.2,50733.7,50305.5,49850.8,49376.1,48889.6,48400.2,47917.3,47449.6,47004.2,46586.4,46199.1,45843.4,45519,45224.3,44953.7,44707.6,44483.7,44279.4,44092.8,43925.5
57480.1052408897,52131.2778526725,52290.7730012103,52256.7969917663,52028.857136824,51631.3145886751,51097.9768784852,50464.6369429104,49774.5567256295,49088.2566975703,48483.5787889399,48045.4464874881,47852.4397515014,47961.6943761005,48400.9055386281,49161.7524428525,50199.7413103521,51432.7452235453,52751.6451650933,54041.4644079894,55213.4528628057,56224.1050535896,57068.2141356026,57759.143514445,58300.7299466729,58678.8555980057,58871.9792949558,58863.6661214952,58650.3051234083,58245.1826763698,57683.2958249555,57018.3750385221,56315.2687907898,55637.5486528085,55046.878618061,54599.3377615892,54341.4224717798,54297.1973504768,54463.0258591936,54810.564205385,55302.4619938336,55537.0033145799,55773.7539620228,55954.5553395936,56019.6162081224,55928.3972157347,55677.1485292283,55312.6021849278,54918.51544401,54584.3957970547,54384.5329542034,54368.9221458948,54549.6639397968,54895.4714793642,55333.2358860548,55761.4414605002,56073.7103208552,56198.2591273987,56113.7534008626,55837.4753045543,55407.7594089308,52064.3,52064.3,51667.7,51239.6,50784.8,50310.1,49823.5,49334.1,48851.1,48383.3,47937.8,47519.8,47132.4,46776.6,46452.2,46157.4,45886.8,45640.7,45416.6,45212.5,45026,44858.9
57480.1052408897,59461.7079887531,59522.1105105351,59392.3799250539,59035.6535967074,58448.8158082629,57673.5568059439,56784.4340451572,55859.4231123119,54960.2706602316,54133.8748062781,53421.965562354,52868.3459253775,52507.7276809382,52348.9846347342,52369.5878764625,52520.6496427019,52740.7817766822,52963.6665084345,53130.1770189422,53196.5488080564,53144.9437764267,52977.9555252891,52714.8908173969,52395.0245365975,52070.054875519,51796.0804261804,51618.8581845305,51559.1519941541,51616.2973536196,51777.5333401408,52029.7704362455,52363.9681744152,52770.6698727805,53240.5188980401,53765.1093403933,54341.5551373883,54976.82263767,55687.3013590731,56483.7755541912,57350.679656526,57860.9415091389,58257.7364455079,58463.2711374015,58429.5015607696,58151.5302683941,57671.4530817565,57059.1299472576,56397.8065086303,55779.366488921,55288.2511373834,54981.6351846182,54880.8925760626,54963.1334421459,55159.2804058211,55368.6863841569,55482.8304945289,55412.5250164313,55108.5796754855,54574.4304270742,53854.2338056098,57974,57974,57577.4,57149.3,56694.5,56219.7,55732.8,55242.8,54759.2,54290.7,53844.5,53425.8,53037.8,52681.6,52356.8,52061.9,51791.2,51545.2,51321.4,51117.7,50931.7,50765
57480.1052408897,55305.1689771069,55318.3484586072,55312.1054533782,55249.2233837247,55096.1811357173,54845.1285268442,54525.7846171834,54204.7229019684,53961.9844943174,53859.228702594,53920.6977968103,54135.7007292735,54470.0022412907,54878.5060460779,55309.5875132681,55704.7137844936,56011.0083808754,56192.9647187685,56242.7443903433,56179.1561448876,56038.2689191804,55859.8708158314,55677.2622843141,55515.3335924377,55389.4606795741,55308.292146115,55279.3768629217,55312.9301621541,55420.6967413935,55616.0300882616,55914.3001687324,56333.6607365831,56890.4639108333,57586.253119435,58396.2138267048,59262.5447021136,60100.3008241584,60819.8038167197,61354.1190677374,61668.3906381561,61340.377132895,60757.9174897062,59944.0762727562,58927.9935497963,57755.5203194341,56493.0992250629,55213.4305666827,53976.2506130162,52820.7431093616,51763.8681361818,50801.1107093131,49915.0516553526,49089.511190706,48316.9614862205,47602.4571080656,46958.9812464981,46393.5699515576,45908.8832610894,45510.7607841068,45206.0885748372,49801.7,49801.7,49405.1,48977,48522.3,48047.6,47561.2,47071.9,46589.2,46121.7,45676.5,45258.8,44871.7,44516.2,44191.8,43897.1,43626.6,43380.6,43156.6,42952.5,42766,42598.7
57480.1052408897,49086.7548214932,49085.3342553713,49134.0483126105,49201.2874391883,49254.2320253926,49267.1226818806,49230.9967143147,49163.8670564409,49103.9851575034,49094.8297094139,49170.2009487357,49348.3858463263,49640.0662274003,50054.8710184727,50590.9407842173,51228.1335102211,51930.0807068243,52665.1569342639,53423.552205673,54221.5911074067,55086.0874737115,56024.2718495355,57000.7506136862,57927.4169340664,58690.1263740858,59195.8727757391,59416.9186452927,59398.1191294873,59226.7607197009,58985.7593372837,58718.885028356,58419.8817325048,58052.2330103607,57582.6314261715,57005.4151904577,56344.8950535651,55636.217503614,54910.5562361255,54193.6084330502,53513.3365079678,52528.0433526758,51606.9234312219,50761.0902743353,49982.7544929666,49245.2345602983,48520.6370145542,47810.6938331426,47149.9319975353,46576.4190491902,46099.5294245145,45691.7633398364,45310.2836957859,44919.6265627392,44499.7668333635,44037.4520593334,43530.9136707325,43000.3615784272,42492.7096116757,42069.478103619,41794.3657980335,43133.7,43133.7,42737.2,42309,41854.3,41379.9,40893.9,40405.5,39923.7,39457.3,39013.3,38596.8,38210.6,37855.8,37531.9,37237.5,36966.7,36720.5,36496.2,36291.6,36104.8,35936.8
57480.1052408897,58637.0039690586,58253.8367237244,57822.857931923,57396.3961353648,57013.8389963563,56702.5062437091,56479.0581947029,56339.9694232527,56261.6262307058,56205.8916793743,56141.7598698055,56056.937594535,55958.0633620326,55856.1802891432,55756.7892789192,55653.5217233925,55536.8307952567,55406.6163953551,55282.272108113,55194.4846595661,55172.1574397397,55217.2617681057,55297.8008357984,55359.8724935308,55353.6071326361,55255.1613163459,55068.4212855064,54811.7998446224,54505.2596785477,54168.8299143771,53826.0494013038,53504.5202706663,53230.7452865911,53024.7495429763,52895.0575730323,52841.1907483641,52860.291592148,52952.6759039764,53125.3356973579,53378.9777389647,53326.3015448859,53268.3956192619,53173.9710025433,53029.709480303,52848.0890203489,52660.9895136908,52496.4358388028,52364.4105645977,52265.8687245675,52196.5435181339,52139.663991146,52073.7690628402,51981.4492106032,51861.6520320774,51734.488320224,51640.7783043067,51631.8898998713,51739.7662202014,51958.9133549238,52252.5228663396,60923.4,60923.4,60526.8,60098.7,59643.9,59169,58682,58191.9,57708,57239.1,56792.6,56373.6,55985.4,55629,55304.1,55009.2,54738.7,54493,54269.7,54066.2,53880.4,53713.9
57480.1052408897,65804.5218670335,66444.6475208656,66972.2475878628,67407.0316654277,67743.9858949273,67956.3904998202,68010.5037983974,67873.1874016183,67519.967514889,66948.859124296,66186.5106706784,65284.0645124265,64304.3346883098,63314.8239886953,62389.8340960613,61604.2834253589,61019.7639509248,60658.5661668289,60488.0664117365,60431.608632546,60386.3354613977,60264.7204884008,60026.4202213741,59681.2152356153,59269.0859339435,58829.3666411706,58389.7662337665,57962.4843538291,57557.1203101149,57183.6208465684,56856.5265252885,56596.3938017704,56427.6219675578,56374.0223946513,56446.4476045238,56629.0386310823,56874.6988541069,57120.1234809383,57310.3782768387,57417.42456748,57062.4202332336,56643.8533888861,56210.7241830469,55815.5146808264,55508.8221454369,55324.0311046574,55259.8943608027,55286.6269337227,55365.5680330919,55462.4352811633,55545.5699974083,55576.0916206434,55500.9284520327,55265.6556682273,54832.7913107497,54199.9020939472,53408.2144692281,52528.6296053115,51648.0720316384,50856.8559114546,58684.8,58684.8,58288.3,57860.1,57405.4,56930.5,56443.6,55953.6,55469.9,55001.3,54555,54136.3,53748.2,53392,53067.2,52772.2,52501.4,52255.5,52031.9,51828.3,51642.5,51475.9
57480.1052408897,58708.0628107988,58887.471383764,59043.2324140811,59201.1451329682,59405.2797892529,59701.7433710851,60112.4908169946,60602.2331444547,61072.750186795,61391.1867463764,61444.1384981927,61183.8906459493,60646.1399752999,59926.1206278202,59139.7278285981,58385.1153927423,57729.5811381888,57209.9360325564,56849.1315492181,56659.9381896288,56643.3247292071,56780.8983811195,57030.920769846,57334.3900368427,57635.6671081617,57892.3585115289,58077.0750582542,58166.6703103955,58144.8176231868,58012.940589842,57791.3694479467,57506.9016058488,57170.2288874018,56769.4343857906,56282.4325769402,55696.4652957492,55018.3746881951,54276.5947320977,53520.9629977926,52816.9537522915,51881.2968019733,51108.5320025505,50519.9168582331,50094.6919602731,49780.6548090029,49508.1649180666,49201.7526609366,48804.6715434404,48296.5687006562,47691.6128804197,47020.594372355,46317.2052764702,45613.2846669332,44939.5244949609,44328.15775649,43801.6154799655,43366.8151821434,43017.2633964732,42744.2154396449,42547.2166151918,47755.4,47755.4,47358.8,46930.6,46475.9,46001.4,45515,45026,44543.6,44076.4,43631.5,43214.1,42827.3,42471.9,42147.7,41853.1,41582.6,41336.6,41112.6,40908.3,40721.6,40554.1
57480.1052408897,57484.9476644621,57453.7071562652,57357.7585302487,57229.1514800514,57110.6404597288,57038.4783256889,57025.2794093596,57058.5153288947,57105.1053544244,57126.3113965723,57090.4652552695,56985.6674872073,56831.3252534331,56671.8304514242,56558.6089527328,56528.7441517873,56596.6843331854,56766.4057891773,57033.9051671058,57388.0003842825,57806.8184361164,58270.3674012556,58769.4121451353,59304.9826975191,59867.0081605649,60422.2307664426,60922.8937013532,61338.3631781056,61676.9929277111,61975.4981784822,62276.9904004022,62606.7978080048,62968.0573857006,63335.2158044692,63655.2802645269,63862.9071549745,63911.9536793098,63801.8326641261,63579.1017403758,63312.9718511468,62677.4370150482,62054.6164602663,61446.4036007261,60831.9423251836,60189.5465137969,59509.8541451545,58793.8354509253,58048.7264073154,57284.9532104025,56507.0018807415,55715.8869304286,54911.9686475539,54099.0812027938,53288.3851720932,52501.2258735433,51765.4560417101,51099.9786475536,50515.9174273119,50029.2014932579,49648.6396517482,52914.5,52914.5,52517.9,52089.8,51635,51160.3,50673.7,50184.1,49701.1,49233.1,48787.5,48369.4,47981.9,47626.1,47301.5,47006.8,46736.2,46490.3,46266.7,46062.7,45876.4,45709.3
57480.1052408897,55228.0796619647,55492.0041045551,55770.5495129609,56033.0255119934,56241.478596393,56377.5798116763,56454.94112767,56513.1692144185,56601.8680654993,56766.1873909904,57035.1959069732,57409.446071666,57858.7749163679,58337.8523156994,58822.6924253436,59328.9695210296,59908.5796551526,60619.4666589759,61495.7423833673,62529.6033778186,63667.8009745845,64823.760563998,65900.9178575812,66813.3703052229,67505.01669108,67959.1984023407,68186.7478809979,68214.2258732793,68078.7359277855,67826.7738066699,67515.9079234065,67202.3395495728,66919.0164206161,66654.286443361,66338.4249756917,65870.9367047697,65163.2153342327,64188.5658666284,62986.9274653016,61629.4726951535,59746.1542561421,57794.2596095065,55822.1634312282,53880.3891881595,52024.6660708681,50322.5626008413,48841.5805193071,47645.3505884847,46787.5497235338,46293.4770298842,46159.4022513763,46354.2619591273,46825.214259236,47492.3260505705,48245.6601884374,48962.5622530986,49541.1320429278,49945.5440034422,50207.6962307836,50397.473921858,52899.4,52899.4,52502.8,52074.7,51620,51145.2,50658.6,50169.1,49686,49218,48772.4,48354.3,47966.8,47611,47286.5,46991.7,46721.1,46475.1,46251.3,46047.4,45861.2,45694.1
