OM_ssb0,OM_ssb_R1_1959,OM_ssb_R1_1960,OM_ssb_R1_1961,OM_ssb_R1_1962,OM_ssb_R1_1963,OM_ssb_R1_1964,OM_ssb_R1_1965,OM_ssb_R1_1966,OM_ssb_R1_1967,OM_ssb_R1_1968,OM_ssb_R1_1969,OM_ssb_R1_1970,OM_ssb_R1_1971,OM_ssb_R1_1972,OM_ssb_R1_1973,OM_ssb_R1_1974,OM_ssb_R1_1975,OM_ssb_R1_1976,OM_ssb_R1_1977,OM_ssb_R1_1978,OM_ssb_R1_1979,OM_ssb_R1_1980,OM_ssb_R1_1981,OM_ssb_R1_1982,OM_ssb_R1_1983,OM_ssb_R1_1984,OM_ssb_R1_1985,OM_ssb_R1_1986,OM_ssb_R1_1987,OM_ssb_R1_1988,OM_ssb_R1_1989,OM_ssb_R1_1990,OM_ssb_R1_1991,OM_ssb_R1_1992,OM_ssb_R1_1993,OM_ssb_R1_1994,OM_ssb_R1_1995,OM_ssb_R1_1996,OM_ssb_R1_1997,OM_ssb_R1_1998,OM_ssb_R1_1999,OM_ssb_R1_2000,OM_ssb_R1_2001,OM_ssb_R1_2002,OM_ssb_R1_2003,OM_ssb_R1_2004,OM_ssb_R1_2005,OM_ssb_R1_2006,OM_ssb_R1_2007,OM_ssb_R1_2008,OM_ssb_R1_2009,OM_ssb_R1_2010,OM_ssb_R1_2011,OM_ssb_R1_2012,OM_ssb_R1_2013,OM_ssb_R1_2014,OM_ssb_R1_2015,OM_ssb_R1_2016,OM_ssb_R1_2017,OM_ssb_R1_2018,OM_rec_R1_1959,OM_rec_R1_1960,OM_rec_R1_1961,OM_rec_R1_1962,OM_rec_R1_1963,OM_rec_R1_1964,OM_rec_R1_1965,OM_rec_R1_1966,OM_rec_R1_1967,OM_rec_R1_1968,OM_rec_R1_1969,OM_rec_R1_1970,OM_rec_R1_1971,OM_rec_R1_1972,OM_rec_R1_1973,OM_rec_R1_1974,OM_rec_R1_1975,OM_rec_R1_1976,OM_rec_R1_1977,OM_rec_R1_1978,OM_rec_R1_1979,OM_rec_R1_1980,OM_rec_R1_1981,OM_rec_R1_1982,OM_rec_R1_1983,OM_rec_R1_1984,OM_rec_R1_1985,OM_rec_R1_1986,OM_rec_R1_1987,OM_rec_R1_1988,OM_rec_R1_1989,OM_rec_R1_1990,OM_rec_R1_1991,OM_rec_R1_1992,OM_rec_R1_1993,OM_rec_R1_1994,OM_rec_R1_1995,OM_rec_R1_1996,OM_rec_R1_1997,OM_rec_R1_1998,OM_rec_R1_1999,OM_rec_R1_2000,OM_rec_R1_2001,OM_rec_R1_2002,OM_rec_R1_2003,OM_rec_R1_2004,OM_rec_R1_2005,OM_rec_R1_2006,OM_rec_R1_2007,OM_rec_R1_2008,OM_rec_R1_2009,OM_rec_R1_2010,OM_rec_R1_2011,OM_rec_R1_2012,OM_rec_R1_2013,OM_rec_R1_2014,OM_rec_R1_2015,OM_rec_R1_2016,OM_rec_R1_2017,OM_rec_R1_2018,AM_ssb0_,AM_ssb_1998,AM_ssb_1999,AM_ssb_2000,AM_ssb_2001,AM_ssb_2002,AM_ssb_2003,AM_ssb_2004,AM_ssb_2005,AM_ssb_2006,AM_ssb_2007,AM_ssb_2008,AM_ssb_2009,AM_ssb_2010,AM_ssb_2011,AM_ssb_2012,AM_ssb_2013,AM_ssb_2014,AM_ssb_2015,AM_ssb_2016,AM_ssb_2017,AM_ssb_2018,AM_rec_1998,AM_rec_1999,AM_rec_2000,AM_rec_2001,AM_rec_2002,AM_rec_2003,AM_rec_2004,AM_rec_2005,AM_rec_2006,AM_rec_2007,AM_rec_2008,AM_rec_2009,AM_rec_2010,AM_rec_2011,AM_rec_2012,AM_rec_2013,AM_rec_2014,AM_rec_2015,AM_rec_2016,AM_rec_2017,AM_rec_2018,SelLL_P1,SelLL_P2,SelLL_P3,Starting_AM_B0
57480.1052408897,64266.9400000197,64615.5285195133,64961.3521579103,65205.3862078461,65255.607340026,65057.5337865797,64615.6291719731,63988.256291002,63257.7211488344,62502.4123326207,61782.7642644303,61144.9174289484,60628.7317952333,60265.5149785012,60074.2149626366,60050.9894960579,60168.5225194421,60384.6922156923,60660.5967900396,60974.5153592109,61330.6910349392,61756.9533966925,62284.4258926391,62915.539402095,63612.855523861,64314.7896281825,64954.1590635443,65470.0334474231,65810.579899672,65944.5331795248,65868.0416137074,65608.5573087121,65216.2266280844,64747.6486777319,64249.4835261986,63750.5474016703,63256.2423162006,62758.153399787,62248.5619826302,61729.9947274606,61002.7904097232,60055.765846841,59127.6655585301,58251.7611663472,57468.8439521614,56826.5731758398,56380.2045425989,56189.2530353904,56295.0219331152,56695.5908692922,57339.4735211644,58129.3384285849,58943.5287266328,59665.4828913446,60210.9382236832,60534.6287725485,60619.2362213698,60461.6217510658,60073.7792554469,59491.5066407689,569054,1002995.23994405,1428318.9856729,1027692.8655057,821752.215929689,1623385.59865418,1173308.87481818,564134.152858987,712137.430405263,1424591.26593334,1450025.68426213,1319312.59308635,1130533.51766968,1050798.56949828,1719791.0908529,1145745.33521818,1207749.25090811,948367.493833276,1041954.80330737,1015332.31956669,891351.209431681,959436.543764084,1182177.20564785,995352.037401444,1292716.87663141,837579.787883378,738724.296115609,1186126.65884272,935138.787247462,917062.617993486,960488.263897788,1109703.77587247,1046971.79812921,591046.987117406,940413.522550446,559524.746688248,1935237.89144862,1073365.23498069,1492212.42969363,1691656.26849332,1488041.90879719,845930.171506373,1117379.2658462,1760514.0512128,975875.919941008,1334432.9856689,758153.12616397,1001784.88280454,1063050.84129599,781442.817781246,916235.63804739,832413.300182554,923831.904698475,1127557.64392046,2181283.61422379,857413.339579999,837711.102927348,1269276.81420792,925544.757481257,1121289.32854613,59193.3,59193.3,58796.7,58368.6,57913.8,57438.9,56952,56462,55978.2,55509.6,55063.2,54644.4,54256.3,53900.1,53575.2,53280.3,53009.6,52763.6,52539.9,52336,52149.9,51983.3,1051710,1051710,1051120,1050470,1049780,1049040,1048270,1047490,1046700,1045930,1045180,1044460,1043800,1043170,1042600,1042070,1041580,1041140,1040730,1040350,1040000,0,0,0,0
57480.1052408897,55677.7826233605,55673.259856839,55717.3568913206,55870.0159022912,56177.9158648117,56665.6406881176,57331.9077182388,58148.3049739505,59063.7507521177,60011.6068839075,60919.0404928572,61718.4432147883,62369.0732049517,62869.9653178337,63259.0821090413,63597.3321020602,63936.0687044948,64292.2679376801,64642.8417816177,64948.7602703043,65183.0247146847,65350.71259721,65488.1999948791,65642.1933436048,65847.7048769685,66112.1579979901,66411.4782766118,66699.758428818,66927.0400406453,67053.3132783253,67046.7665847122,66883.771537636,66546.6323658447,66031.4283024496,65351.946112249,64535.0261277181,63608.7344572594,62596.5915516899,61522.2707268012,60415.7470671832,59091.294237869,57550.955698555,56038.5676031993,54566.9693765888,53143.687635852,51783.8636544299,50515.4479473966,49374.2099969072,48401.2359788812,47634.0770899639,47095.7589866922,46790.1524371457,46697.537489006,46782.5823956378,46992.9981104099,47258.0699986089,47495.4264500835,47631.9231029736,47635.9798096931,47528.6277949282,1008493,917808.56209595,847425.658716844,1076123.81708026,1627442.38741578,1284251.50996293,1251278.80779784,1099032.33476812,844305.444008559,1115605.36086454,1173196.57792129,778936.86018763,1565639.02687263,1424155.15602635,999682.633916128,1480771.88545093,777616.07522263,1475077.39231287,1164937.07341928,1248180.33951522,1096764.16885711,455867.727646786,1246441.73677709,1255671.86110143,820841.597277346,636092.803926225,1026350.19128034,702201.598983346,916473.918029014,694230.114787496,1078949.37555062,992133.138037891,570103.610783502,697586.25154334,880766.349241952,742962.50618253,711709.742321912,944333.112372108,909167.592549699,901619.336643741,769889.368140091,1058069.71370148,1336588.80672968,1474861.03146368,992797.313614677,748646.947635451,787231.057310186,859742.183137662,886877.710537813,734953.567572085,814589.634237146,1063792.0420974,1117240.29965817,1410275.96968755,1015602.67415425,703393.966274982,1245632.80554498,1221244.6047238,956866.123108951,495441.17688597,49218.2,49218.2,48821.6,48393.4,47938.7,47464.1,46977.7,46488.5,46005.9,45538.4,45093.3,44675.8,44288.7,43933.2,43608.9,43314.2,43043.6,42797.5,42573.4,42369.1,42182.6,42015.2,874478,874478,873887,873238,872538,871794,871017,870220,869420,868629,867863,867131,866442,865799,865204,864657,864148,863681,863251,862855,862491,0,0,0,0
57480.1052408897,58689.5890054062,58672.5495537428,58745.5555875221,58945.7981209053,59286.8572357248,59751.5618202619,60280.5201129634,60776.7026202537,61132.8726014533,61277.680387423,61203.0333856289,60961.6614697529,60637.6699151064,60314.2078671593,60050.0297858896,59868.4218595022,59752.7645674795,59658.7992945995,59539.6034704378,59368.1905631131,59148.040961037,58905.0045367586,58676.3579658277,58495.5657359988,58379.9313632611,58322.1361457748,58296.4085164705,58274.2323767408,58246.3140617978,58231.7497293458,58262.0755252015,58366.0993226548,58561.1972842503,58864.568667719,59308.3907868271,59941.3676954802,60811.3283614926,61947.4053996455,63346.7670690596,64972.9774569969,66568.5483621672,67984.7492147513,69283.6554928795,70342.4101062322,71058.1750949991,71367.0297779342,71261.5041303991,70786.5554385648,70007.8538494793,68986.735847777,67770.5223869019,66404.33118715,64938.1882122847,63424.3074189893,61904.946170967,60411.4983265685,58973.5647448005,57622.5062453263,56391.8682577387,55311.9385981671,533472,897458.933503576,1136847.13105944,1439508.38877085,1051538.64445161,859839.259337841,1152627.75511819,719130.614967991,1173995.89603837,640541.526779001,904958.046672347,1165725.85448145,884716.110518173,1595745.28288444,840928.549666557,711354.43572363,729520.16829898,1254103.34578336,1003474.23910658,1264974.98937542,982128.866548779,589375.56702824,1274136.91400911,800372.797708306,1592203.75565369,1007307.26283178,1628552.77756604,1078285.82392495,2068714.25637531,1186241.3691086,2240093.96447095,1673642.44605973,965726.606911391,1409147.51938458,919058.620854371,1234613.16632065,1743666.49342844,862850.646958493,846715.116049471,920175.699297057,1186411.23837549,1027295.22770732,874249.405641709,1028977.48814939,671053.055138241,1006769.80069699,1122177.98163892,449020.534369149,1265472.81027759,795467.125617047,1100710.58312897,914874.861535407,1414289.82524809,1105912.46531797,859509.659918326,1224202.29912778,1047954.42948859,1012299.58069901,761431.093928031,932944.445936792,56748.3,56748.3,56351.7,55923.6,55468.8,54994,54507.1,54017.3,53533.8,53065.4,52619.3,52200.8,51812.9,51456.8,51132.1,50837.2,50566.5,50320.6,50097,49893.2,49707.2,49540.5,1008270,1008270,1007680,1007030,1006330,1005600,1004830,1004040,1003250,1002470,1001720,1001000,1000330,999702,999124,998593,998101,997649,997235,996855,996506,0,0,0,0
57480.1052408897,64440.1669625023,64369.3181080261,64283.4561178686,64238.713723589,64256.3170479465,64319.0353790633,64390.2744583698,64438.1160915571,64448.7367140793,64418.1247593704,64342.21760983,64214.0859682119,64025.0561522128,63766.0565963017,63430.8792523434,63020.1934488853,62551.6432473576,62064.8312062395,61615.5140851084,61264.2715431279,61065.1328557922,61048.4898650036,61206.2468542108,61483.131237081,61785.2212488099,62002.7416467198,62036.0020545205,61819.7079604092,61334.3409125631,60612.0709091512,59734.5877858217,58814.6122894267,57971.6132284525,57308.5875562605,56896.3635423161,56762.6711298406,56889.1986391074,57214.9739841702,57654.0460358618,58122.1324355458,58356.9172231573,58305.0749730174,58192.8306048468,58069.2020543006,57988.0009068897,57980.7815091976,58043.3392646536,58141.1896055339,58229.6612680346,58261.1630586234,58188.5038569469,57970.52753561,57592.0023750926,57077.345600761,56476.0256926149,55834.2938327543,55180.4420073858,54519.7454661423,53839.9559851964,53116.3243656794,1376974,1151998.02652848,927644.905461427,936423.425998422,897264.244213049,900824.573141103,962840.314410753,895055.927211215,701026.456340095,1323878.67521894,1544858.96235965,1116072.89746443,1340834.84411315,936870.670054163,1523401.4988678,918549.439288579,546124.034075895,779973.537320411,745270.135171673,704414.09352037,917952.290503908,506647.496916251,1224427.53079567,911931.048497151,1526468.9133034,1112026.22176591,1015490.98286397,1259776.11162717,972394.132513758,949759.673719113,839744.395564716,724693.569455157,1636517.08076262,1336343.67970472,765872.039049382,1267574.44964675,1255035.82359542,1557726.2952412,1326117.1040176,692544.574508614,848317.28772368,918189.523827967,1222754.00077193,911645.297795434,801337.559501907,1058224.22653934,1469070.64722078,776092.594254241,963717.899753206,803785.930140896,505768.046622003,843425.258944281,1010838.75737205,642557.640655664,1149784.56437242,664384.454019706,805455.352683611,592730.734530132,903388.04480344,681903.866599605,51130.2,51130.2,50733.7,50305.5,49850.8,49376.1,48889.6,48400.2,47917.3,47449.6,47004.2,46586.4,46199.1,45843.4,45519,45224.3,44953.7,44707.6,44483.7,44279.4,44092.8,43925.5,908451,908451,907860,907212,906512,905770,904995,904201,903403,902616,901854,901127,900442,899804,899214,898671,898167,897704,897279,896887,896527,0,0,0,0
57480.1052408897,56668.8082005309,56827.1427863549,56773.7550014614,56510.6753413472,56066.3005262924,55478.7381360464,54787.995179363,54041.9356895416,53306.9509858046,52667.5722245002,52215.3806728772,52034.0321039243,52183.1303023123,52689.8829051701,53542.5909773518,54690.3732966323,56042.0764062177,57478.328970378,58875.1961554856,60138.0837736054,61221.7687525202,62122.2165283703,62854.4045730403,63422.5783378527,63811.8420231976,63999.5522427489,63968.9492430841,63717.5431482799,63261.2587515743,62639.6033537879,61912.1038030694,61149.4589657248,60420.569730327,59791.5198651815,59322.0285475388,59060.781533916,59031.8929777505,59229.4468568275,59621.1349180168,60165.4194685114,60618.1856774824,60879.7533229879,61076.2084211912,61142.6132674141,61036.7120387802,60756.6455769913,60354.0175582678,59920.374223544,59557.3632503534,59347.513393682,59342.1887188803,59551.4815348329,59937.3474843049,60416.8067160255,60880.172532634,61214.9316873577,61342.7731203598,61238.5379850686,60922.9725973365,60442.1737399694,891395,1066390.73667475,874054.090383892,1821695.66082387,1251718.58140343,1666047.1090092,1108137.54100386,664693.583873076,1385562.82233285,982191.134332975,1676806.38344998,1103225.2971969,968284.731811203,1115673.41889623,1429907.58763381,920998.527626325,607036.104509292,777073.631110912,1428066.51811559,522466.353329589,942311.949956129,743347.839269465,802575.670997299,1128146.83381125,1423767.54855905,917061.233323256,942120.475347523,1281384.91155902,1010615.82035835,1731900.61965204,1383190.46109652,957804.521940498,1316416.90338573,647507.23587663,1071192.1949626,860816.682759687,1147365.66876449,1083286.72416647,727542.207122139,1664273.23172989,1768560.20555018,1289240.90815552,1507566.75742188,1149880.18204741,948555.197354276,1159251.49082811,1502230.97096637,870037.196508914,539894.041452462,909741.194995583,1127856.94429929,1423956.45738197,917222.548202673,1186013.83867007,1417134.83293706,1200502.9119946,909671.61420553,1239189.96134957,871465.138481713,917051.289633267,52064.3,52064.3,51667.7,51239.6,50784.8,50310.1,49823.5,49334.1,48851.1,48383.3,47937.8,47519.8,47132.4,46776.6,46452.2,46157.4,45886.8,45640.7,45416.6,45212.5,45026,44858.9,925047,925047,924455,923808,923109,922367,921593,920800,920004,919219,918458,917733,917050,916414,915826,915286,914784,914323,913899,913510,913152,0,0,0,0
57480.1052408897,64630.7240398162,64677.393001035,64515.7770175063,64107.9066305425,63453.0996521629,62598.7980894823,61626.9925649108,60622.3702711538,59651.2423295313,58763.6777469711,58004.2064884174,57419.062567018,57044.0698625457,56886.7968405965,56921.0065663917,57092.5614403604,57334.2392731346,57574.326204557,57749.6930133173,57814.4799071931,57750.811141245,57563.0419636832,57273.7554974587,56926.3353818046,56577.1842959565,56286.7029831957,56103.5228953242,56049.2725917334,56122.3675531606,56308.5201617417,56593.42022903,56966.9331592187,57418.7150678423,57938.449319587,58517.0003004124,59151.1751765641,59848.227859692,60625.2402670577,61492.8302715518,62432.5929920356,63180.1116236622,63601.13267524,63811.2467543995,63760.4216246481,63444.3651039009,62908.259488036,62230.8549740183,61505.3465300203,60830.6048668872,60298.5963062885,59973.8082900706,59876.7478784646,59978.1739479546,60200.563670407,60431.5226306208,60549.6132951302,60457.7703924369,60107.0357039047,59506.4613014606,58708.637889758,1026909,1112084.34054712,893665.624868339,1200567.88698915,1414092.8213187,791967.785022124,1044114.3650575,1076516.70358577,810427.615897398,1202004.34241313,713424.121191843,551913.977655218,952909.574484555,945671.940282552,1112221.66161222,1048028.36468058,832836.924352225,990590.625123568,1227037.53616528,903111.553551963,1058347.00204101,1173108.632541,1455270.32449519,584365.73025155,1045646.32530688,967586.234007939,1578864.35011259,1661646.81541883,1168650.73501382,1307600.83231668,1475163.91803923,752733.194583039,1332194.03783644,790014.029933264,1214674.10336306,866794.13831997,663402.725160085,1069703.10568666,1406236.23190897,1124166.84310902,1010612.49223166,2142691.36446468,1304530.90927407,1219588.47682133,1149949.86709199,1043911.255344,554313.451785343,817111.361452395,1086658.34842126,1081230.54295741,1302149.85925147,842914.459834873,933212.998509121,640549.562591296,551253.068926079,875040.264923204,496107.398487932,1092571.51394187,1309339.74352693,1172669.89987688,57974,57974,57577.4,57149.3,56694.5,56219.7,55732.8,55242.8,54759.2,54290.7,53844.5,53425.8,53037.8,52681.6,52356.8,52061.9,51791.2,51545.2,51321.4,51117.7,50931.7,50765,1030050,1030050,1029460,1028810,1028110,1027370,1026610,1025820,1025030,1024260,1023500,1022790,1022120,1021490,1020920,1020390,1019900,1019450,1019040,1018660,1018310,0,0,0,0
57480.1052408897,60117.5363090896,60126.1509976962,60113.2594002717,60038.7797533926,59867.3734687044,59592.0207873913,59246.6010495032,58903.9499942857,58650.2137884012,58550.5860941174,58629.1914516086,58872.5331329921,59242.2384586743,59688.5196576513,60154.984936211,60578.6472423841,60903.0227919432,61091.0421039375,61135.9126702469,61059.4031944816,60901.3292816176,60705.0773615517,60506.832533245,60333.4563010198,60201.3968155473,60119.7868565703,60096.7362508155,60143.0354595156,60271.2698615911,60495.7270251355,60832.7293420111,61301.1812521442,61917.3819990345,62681.3210878619,63564.1999350454,64501.864302551,65401.6875455892,66167.1446117764,66727.2737081241,67046.261743839,66890.7714411268,66235.9395861035,65329.7833913075,64205.5541629347,62914.8486786174,61530.6043641793,60133.0584352481,58788.894582304,57538.0258705077,56394.773655573,55353.666276739,54396.760906363,53505.4913581751,52672.809187351,51904.3111539597,51212.9316245726,50608.2599163155,50092.4538469028,49668.6793616506,49344.4893914397,9e+05,1132853.33949923,1731558.81687809,954364.775828214,934790.307204059,1017509.9744196,1149335.00650124,704093.772040656,1099531.83183352,1080307.86794221,785743.742460761,1232007.00910129,1082545.23789562,765925.948860215,1069102.0009072,1275055.78244124,852810.185454603,1076258.8723253,1138720.39498186,935617.735555502,1100792.06395522,1333221.45781532,1537675.53038378,1644486.12539204,1261608.98961716,978672.542028276,1435696.82757644,748698.474875198,1489944.09483755,1215504.33512689,1057006.64883098,807022.685937667,651503.822148425,1032256.96857475,781403.279285913,1168734.66605796,811026.249568108,963479.473861895,1288237.15578624,876806.099945249,680124.009651452,828785.680042797,1271336.84028176,561826.982538197,1224651.68573628,897222.176807894,641275.825336592,1237409.56748914,997788.038406175,669310.489958334,993690.967644756,1188979.19245786,1037095.26624121,1423592.0398953,1012304.62977033,1149933.57693537,527115.931760155,630210.407939379,1138053.31176718,1036619.26212837,49801.7,49801.7,49405.1,48977,48522.3,48047.6,47561.2,47071.9,46589.2,46121.7,45676.5,45258.8,44871.7,44516.2,44191.8,43897.1,43626.6,43380.6,43156.6,42952.5,42766,42598.7,884847,884847,884255,883607,882906,882163,881386,880591,879791,879002,878237,877507,876819,876177,875584,875038,874531,874065,873637,873243,872880,0,0,0,0
57480.1052408897,53346.0584490161,53349.0670459141,53404.7892129326,53478.9930045134,53536.5728787005,53550.462046316,53512.2251240675,53442.425062309,53383.0390872717,53381.1846727966,53473.1852161764,53678.5871947823,54008.4571424244,54472.2650803464,55066.9401283569,55769.5327640074,56540.0963285852,57344.6613153469,58173.3102637357,59044.0860673985,59985.2217064939,61002.8326952605,62056.3953641475,63049.2894445557,63858.5172563784,64385.8138238036,64604.3624210748,64565.3259538138,64364.3311130074,64090.5460124241,63789.9433160368,63454.5714250516,63044.5103907709,62524.2581592509,61888.6998711796,61164.974740224,60391.8637881961,59603.2584939372,58826.9007214899,58092.9117592351,57232.4659233087,56241.03689169,55330.1941526072,54486.5492719439,53683.5569418954,52897.8387534174,52131.6708039644,51419.5946110143,50801.2904020784,50288.097567877,49850.8501403871,49440.9122781716,49018.520227215,48563.4559205878,48064.8615085195,47521.6798213431,46952.287952963,46404.3217333646,45945.9532133289,45651.449182464,623930,1310389.94219417,1518180.56809339,966150.069727467,1103078.35007662,952220.818390847,1075116.70306023,919076.05462062,893485.266669437,1628098.46913096,1976347.25255148,1643656.77051198,824704.985028748,872158.036613161,907657.969352056,796283.114510123,853093.081743097,1497416.28959617,1182588.97705196,1437113.52481573,719592.028210752,719400.357504889,750513.240729976,1113949.93030256,1275101.00503551,675698.696745327,636843.11068574,663668.516446943,1140358.57694249,685582.537811867,1437059.48723983,1132922.17376525,810611.665843352,686482.58889869,443875.699195763,783951.202637596,1729225.51200915,873003.244262119,981368.31138604,560522.051967315,1190522.07527212,1122897.42003689,830020.571676564,675215.450024576,749535.339007404,986185.454459088,935844.564675626,500171.939344832,541009.081098073,890590.611557269,980938.735094356,1745827.18863098,1967827.144977,1288917.86229373,893475.464662548,857942.970114446,1160727.67942696,1008933.53144747,1096421.66653906,1124840.63488919,43133.7,43133.7,42737.2,42309,41854.3,41379.9,40893.9,40405.5,39923.7,39457.3,39013.3,38596.8,38210.6,37855.8,37531.9,37237.5,36966.7,36720.5,36496.2,36291.6,36104.8,35936.8,766374,766374,765782,765131,764427,763677,762892,762086,761273,760469,759688,758940,758233,757572,756959,756393,755866,755380,754932,754520,754139,0,0,0,0
57480.1052408897,63702.9514248236,63281.1724413982,62811.1466381931,62349.3157679966,61937.7413984971,61605.0862697887,61368.0761562873,61221.6931482529,61139.4220157579,61080.0129235026,61010.4661187506,60918.2368340145,60810.9149524455,60700.6294481714,60593.0631698923,60481.310365954,60355.2558702962,60215.2409097449,60082.5469481663,59990.2780648796,59968.6738687459,60018.5449601709,60104.1452707133,60166.9713404451,60153.7451671575,60039.8166268186,59830.510705869,59546.7846290648,59210.8122359897,58844.714756539,58474.2124051891,58129.0828728369,57837.7425473757,57621.2872944265,57488.4434749791,57438.2739528569,57467.2901300106,57575.6206903239,57770.7485345895,58052.8727241016,58199.9503685388,58137.0828183142,58033.0174822461,57874.7434909377,57675.6514051696,57469.055533976,57288.16074658,57147.568651515,57045.2586658282,56973.7787066059,56915.8367602465,56846.6785203504,56745.7224115581,56613.2783144169,56475.6187266374,56376.9489875912,56369.2161480217,56488.4640324833,56731.0074148031,57054.0289788693,1175927,882527.372149316,1393531.959073,842717.953609298,1200569.04996606,667867.938572118,827366.535427046,945198.05709712,1219727.99582542,1489923.00656854,1186781.986039,857935.8167282,764711.591752221,1134728.63978851,925172.750904821,1207062.50712948,730868.413235185,848828.382589707,1072594.8334953,766840.441548015,974824.226110893,1024118.67309716,1043585.41584761,1230249.46395813,580753.063022487,851266.089397787,1049734.02418281,1754538.01540513,712183.162905817,1331545.72419253,908843.308198252,829992.933980125,1221056.00395976,943242.835106564,1271228.39643468,1116922.83365235,847327.184994414,1007672.66549341,2109194.23080057,667293.028775318,894092.790111091,1167972.59694692,902475.138238595,982950.263767766,773923.68315975,1668593.12826413,1401290.00974026,700956.279742744,1316766.42752627,2052560.9153986,976302.971223885,1106374.96273544,871713.497156704,866912.648670009,526027.960575214,518385.88390993,1209600.10284367,1084208.33892199,778050.923340922,1476310.94572344,60923.4,60923.4,60526.8,60098.7,59643.9,59169,58682,58191.9,57708,57239.1,56792.6,56373.6,55985.4,55629,55304.1,55009.2,54738.7,54493,54269.7,54066.2,53880.4,53713.9,1082450,1082450,1081860,1081210,1080520,1079780,1079020,1078230,1077450,1076670,1075930,1075220,1074550,1073930,1073360,1072840,1072350,1071910,1071500,1071130,1070790,0,0,0,0
57480.1052408897,71621.3172315883,72301.6555458318,72859.3660701092,73315.126148529,73662.667750984,73872.8183081315,73909.4013323015,73737.6619469966,73332.6350037853,72693.7927574458,71851.6090150676,70862.7873750129,69796.123531025,68724.8904460565,67729.0668305901,66888.7720110223,66268.4264064253,65889.3629902753,65713.7232888094,65656.4471472819,65605.9869341978,65468.8523331206,65203.7358781286,64823.4964277752,64372.6584132467,63894.2316468361,63417.8823570133,62956.6654149836,62520.8802005529,62121.3735190282,61773.7505968772,61500.034097018,61326.1818658365,61277.4048077861,61364.4306438099,61568.6314817984,61837.8910803524,62103.7502824213,62307.9383124084,62421.8119233388,62241.8178330075,61780.1446478938,61308.9927117179,60885.7558332197,60560.1034093512,60364.798231189,60299.4812757098,60332.1933607107,60419.4668516711,60524.1370717917,60612.7184668685,60642.7068664276,60555.3935428072,60291.4703544763,59810.4156689703,59109.431471932,58233.9645218328,57266.2097420647,56307.2159038265,55454.6374843946,795686,648162.823449371,845926.538820747,1044967.08792284,1084238.18897743,1250817.45425957,1466683.11334286,1773216.33261788,879463.262163763,698490.944295062,781524.767671972,1292335.99857448,1159128.3980758,879699.220426937,936082.123503119,1270641.52794683,686464.680344462,1252233.05431693,1012349.66584302,719484.415709299,985856.429061809,799245.19687765,1803476.39006578,1017802.83824564,1181248.31960117,1266150.49566259,1020290.82214591,829891.545157125,1163885.32693083,1055685.87284787,742113.278904536,1142098.95552833,758305.808676206,1846681.07255859,1382076.32544372,930282.241298,743111.989214819,1511535.0487016,1504259.98045892,1251839.16033978,1207650.20470385,1270088.39557533,1133017.29846474,779331.557957916,886650.950969741,737941.602132549,789557.929120504,687886.865499931,868359.82780432,1834282.92802545,959202.803901305,1146841.96477803,1105098.02578311,703265.986355547,993302.519621795,1968955.31956141,1306400.08076635,692812.381625092,912856.324141589,819008.058493891,58684.8,58684.8,58288.3,57860.1,57405.4,56930.5,56443.6,55953.6,55469.9,55001.3,54555,54136.3,53748.2,53392,53067.2,52772.2,52501.4,52255.5,52031.9,51828.3,51642.5,51475.9,1042680,1042680,1042090,1041440,1040740,1040010,1039240,1038450,1037660,1036890,1036140,1035430,1034760,1034130,1033560,1033030,1032540,1032090,1031680,1031310,1030960,0,0,0,0
